Year;blue Satisfaction;red Satisfaction;yellow Satisfaction;brown Satisfaction
11000;92.0;92.0;89.0;90.0
11005;92.0;92.0;89.0;90.0
11010;92.0;92.0;89.0;90.0
11015;92.0;92.0;89.0;90.0
11020;92.0;92.0;89.0;90.0
11025;92.0;92.0;89.0;90.0
11030;92.0;92.0;89.0;90.0
11035;92.0;92.0;89.0;90.0
11040;92.0;92.0;89.0;90.0
11045;92.0;92.0;89.0;90.0
11050;92.0;92.0;89.0;90.0
11055;92.0;92.0;89.0;90.0
11060;92.0;92.0;89.0;90.0
11065;92.0;92.0;89.0;90.0
11070;92.0;92.0;89.0;90.0
11075;92.0;92.0;89.0;90.0
11080;92.0;92.0;89.0;90.0
11085;92.0;92.0;89.0;90.0
11090;92.0;92.0;89.0;90.0
11095;92.0;92.0;89.0;90.0
11100;92.0;92.0;89.0;90.0
11105;92.0;92.0;89.0;90.0
11110;92.0;92.0;89.0;90.0
11115;92.0;93.0;89.0;90.0
11120;92.0;93.0;89.0;90.0
11125;92.0;93.0;89.0;90.0
11130;92.0;93.0;89.0;90.0
11135;92.0;93.0;89.0;90.0
11140;92.0;93.0;89.0;90.0
11145;92.0;93.0;89.0;90.0
11150;92.0;93.0;89.0;90.0
11155;92.0;93.0;89.0;90.0
11160;92.0;93.0;89.0;90.0
11165;92.0;93.0;89.0;90.0
11170;92.0;93.0;88.0;90.0
11175;92.0;93.0;88.0;90.0
11180;92.0;93.0;88.0;90.0
11185;92.0;93.0;88.0;90.0
11190;92.0;93.0;88.0;90.0
11195;92.0;93.0;88.0;90.0
11200;92.0;93.0;88.0;90.0
11205;92.0;93.0;88.0;90.0
11210;92.0;93.0;88.0;91.0
11215;92.0;93.0;88.0;91.0
11220;92.0;93.0;88.0;91.0
11225;92.0;93.0;88.0;91.0
11230;92.0;93.0;88.0;91.0
11235;92.0;93.0;88.0;91.0
11240;92.0;93.0;88.0;91.0
11245;92.0;93.0;88.0;91.0
11250;92.0;93.0;88.0;91.0
11255;92.0;93.0;88.0;91.0
11260;92.0;93.0;88.0;91.0
11265;92.0;93.0;88.0;91.0
11270;92.0;93.0;88.0;91.0
11275;92.0;93.0;88.0;91.0
11280;92.0;93.0;88.0;91.0
11285;92.0;93.0;88.0;91.0
11290;92.0;93.0;88.0;91.0
11295;92.0;93.0;88.0;91.0
11300;92.0;93.0;88.0;91.0
11305;92.0;93.0;88.0;91.0
11310;92.0;93.0;88.0;91.0
11315;92.0;93.0;88.0;91.0
11320;92.0;93.0;88.0;91.0
11325;92.0;93.0;88.0;91.0
11330;92.0;93.0;88.0;91.0
11335;92.0;93.0;88.0;91.0
11340;92.0;93.0;88.0;91.0
11345;92.0;93.0;88.0;91.0
11350;92.0;93.0;88.0;91.0
11355;92.0;93.0;88.0;91.0
11360;92.0;93.0;88.0;91.0
11365;92.0;93.0;88.0;91.0
11370;93.0;93.0;88.0;91.0
11375;93.0;93.0;88.0;91.0
11380;93.0;93.0;88.0;90.0
11385;93.0;93.0;88.0;90.0
11390;93.0;93.0;88.0;90.0
11395;93.0;93.0;88.0;90.0
11400;93.0;93.0;88.0;90.0
11405;93.0;93.0;88.0;90.0
11410;93.0;93.0;88.0;91.0
11415;93.0;94.0;88.0;91.0
11420;93.0;94.0;88.0;91.0
11425;93.0;94.0;88.0;91.0
11430;93.0;94.0;88.0;91.0
11435;93.0;94.0;88.0;91.0
11440;93.0;94.0;88.0;91.0
11445;93.0;94.0;88.0;91.0
11450;93.0;94.0;88.0;91.0
11455;93.0;94.0;88.0;91.0
11460;93.0;94.0;88.0;91.0
11465;93.0;94.0;88.0;91.0
11470;93.0;94.0;88.0;91.0
11475;93.0;94.0;88.0;91.0
11480;93.0;94.0;88.0;91.0
11485;93.0;94.0;88.0;91.0
11490;93.0;94.0;88.0;91.0
11495;93.0;94.0;88.0;91.0
11500;93.0;93.0;88.0;91.0
11505;93.0;93.0;88.0;91.0
11510;93.0;93.0;88.0;90.0
11515;93.0;93.0;88.0;90.0
11520;93.0;93.0;88.0;91.0
11525;93.0;93.0;88.0;91.0
11530;93.0;93.0;88.0;91.0
11535;93.0;93.0;88.0;91.0
11540;93.0;93.0;88.0;91.0
11545;93.0;93.0;88.0;91.0
11550;93.0;93.0;89.0;91.0
11555;93.0;94.0;89.0;91.0
11560;93.0;94.0;89.0;91.0
11565;93.0;94.0;89.0;91.0
11570;93.0;94.0;89.0;91.0
11575;93.0;94.0;89.0;91.0
11580;93.0;94.0;89.0;91.0
11585;93.0;94.0;89.0;91.0
11590;93.0;94.0;88.0;91.0
11595;93.0;94.0;88.0;91.0
11600;92.0;94.0;88.0;91.0
11605;93.0;94.0;88.0;91.0
11610;93.0;94.0;88.0;91.0
11615;93.0;94.0;88.0;91.0
11620;93.0;94.0;88.0;91.0
11625;93.0;94.0;88.0;91.0
11630;93.0;94.0;88.0;91.0
11635;93.0;94.0;88.0;91.0
11640;93.0;94.0;88.0;91.0
11645;93.0;94.0;88.0;91.0
11650;93.0;94.0;88.0;91.0
11655;93.0;94.0;88.0;91.0
11660;93.0;94.0;88.0;91.0
11665;93.0;94.0;88.0;91.0
11670;93.0;94.0;88.0;91.0
11675;93.0;94.0;88.0;91.0
11680;93.0;94.0;88.0;91.0
11685;92.0;94.0;88.0;91.0
11690;92.0;94.0;88.0;91.0
11695;92.0;94.0;88.0;91.0
11700;92.0;93.0;88.0;91.0
11705;92.0;93.0;88.0;91.0
11710;92.0;93.0;88.0;91.0
11715;92.0;93.0;88.0;91.0
11720;92.0;93.0;88.0;91.0
11725;92.0;94.0;88.0;91.0
11730;92.0;94.0;88.0;91.0
11735;92.0;93.0;88.0;91.0
11740;92.0;93.0;88.0;91.0
11745;92.0;93.0;88.0;91.0
11750;92.0;93.0;88.0;91.0
11755;92.0;93.0;88.0;91.0
11760;92.0;93.0;88.0;91.0
11765;92.0;93.0;88.0;91.0
11770;92.0;93.0;88.0;91.0
11775;92.0;93.0;88.0;91.0
11780;92.0;93.0;88.0;91.0
11785;92.0;94.0;88.0;91.0
11790;92.0;94.0;88.0;91.0
11795;92.0;94.0;88.0;91.0
11800;92.0;94.0;88.0;91.0
11805;92.0;94.0;88.0;91.0
11810;92.0;94.0;88.0;91.0
11815;92.0;94.0;88.0;91.0
11820;92.0;94.0;88.0;91.0
11825;92.0;94.0;88.0;91.0
11830;92.0;94.0;88.0;91.0
11835;92.0;94.0;88.0;91.0
11840;92.0;94.0;88.0;91.0
11845;92.0;94.0;88.0;91.0
11850;92.0;94.0;88.0;91.0
11855;92.0;94.0;88.0;91.0
11860;92.0;94.0;88.0;91.0
11865;92.0;94.0;88.0;91.0
11870;92.0;94.0;88.0;91.0
11875;92.0;94.0;88.0;91.0
11880;92.0;94.0;88.0;91.0
11885;92.0;94.0;88.0;91.0
11890;92.0;94.0;88.0;91.0
11895;92.0;94.0;88.0;91.0
11900;92.0;94.0;88.0;91.0
11905;92.0;94.0;88.0;91.0
11910;92.0;94.0;88.0;92.0
11915;92.0;94.0;88.0;92.0
11920;92.0;94.0;88.0;92.0
11925;92.0;94.0;88.0;92.0
11930;92.0;94.0;88.0;92.0
11935;92.0;94.0;88.0;92.0
11940;92.0;94.0;88.0;92.0
11945;92.0;94.0;88.0;92.0
11950;92.0;94.0;88.0;92.0
11955;92.0;94.0;88.0;92.0
11960;92.0;94.0;88.0;92.0
11965;92.0;94.0;88.0;92.0
11970;93.0;94.0;88.0;92.0
11975;93.0;94.0;88.0;92.0
11980;93.0;94.0;88.0;92.0
11985;93.0;94.0;88.0;92.0
11990;93.0;94.0;88.0;92.0
11995;92.0;94.0;88.0;92.0
12000;92.0;94.0;88.0;92.0
12005;92.0;94.0;88.0;92.0
12010;92.0;94.0;88.0;92.0
12015;92.0;94.0;88.0;92.0
12020;92.0;94.0;88.0;92.0
12025;92.0;94.0;88.0;92.0
12030;92.0;94.0;88.0;92.0
12035;92.0;94.0;89.0;92.0
12040;92.0;94.0;89.0;92.0
12045;92.0;94.0;88.0;92.0
12050;92.0;94.0;88.0;92.0
12055;93.0;94.0;88.0;92.0
12060;93.0;94.0;88.0;92.0
12065;93.0;94.0;88.0;92.0
12070;93.0;94.0;88.0;92.0
12075;93.0;94.0;88.0;92.0
12080;93.0;94.0;88.0;92.0
12085;93.0;94.0;88.0;92.0
12090;93.0;94.0;88.0;92.0
12095;93.0;94.0;88.0;92.0
12100;93.0;94.0;88.0;92.0
12105;93.0;94.0;88.0;92.0
12110;93.0;94.0;88.0;92.0
12115;93.0;94.0;88.0;92.0
12120;92.0;94.0;88.0;92.0
12125;92.0;94.0;88.0;92.0
12130;92.0;94.0;88.0;92.0
12135;92.0;94.0;88.0;92.0
12140;92.0;94.0;88.0;92.0
12145;92.0;94.0;88.0;92.0
12150;92.0;94.0;89.0;92.0
12155;92.0;94.0;89.0;92.0
12160;92.0;94.0;89.0;92.0
12165;92.0;94.0;89.0;92.0
12170;92.0;94.0;89.0;92.0
12175;92.0;94.0;89.0;92.0
12180;92.0;94.0;89.0;92.0
12185;92.0;94.0;89.0;92.0
12190;92.0;94.0;89.0;92.0
12195;92.0;94.0;89.0;92.0
12200;92.0;94.0;89.0;92.0
12205;92.0;94.0;89.0;92.0
12210;92.0;94.0;89.0;92.0
12215;92.0;94.0;89.0;92.0
12220;92.0;94.0;89.0;92.0
12225;92.0;94.0;89.0;92.0
12230;92.0;94.0;89.0;92.0
12235;92.0;94.0;89.0;92.0
12240;92.0;94.0;89.0;92.0
12245;92.0;94.0;89.0;92.0
12250;92.0;94.0;89.0;92.0
12255;92.0;94.0;89.0;92.0
12260;92.0;94.0;89.0;92.0
12265;92.0;94.0;89.0;92.0
12270;92.0;94.0;89.0;92.0
12275;92.0;94.0;88.0;92.0
12280;92.0;94.0;88.0;92.0
12285;92.0;94.0;88.0;92.0
12290;92.0;94.0;88.0;92.0
12295;92.0;94.0;88.0;92.0
12300;92.0;94.0;88.0;92.0
12305;92.0;94.0;88.0;92.0
12310;92.0;94.0;88.0;92.0
12315;92.0;94.0;88.0;92.0
12320;92.0;94.0;88.0;92.0
12325;92.0;94.0;89.0;92.0
12330;92.0;94.0;89.0;92.0
12335;92.0;94.0;89.0;92.0
12340;92.0;94.0;89.0;92.0
12345;92.0;94.0;89.0;92.0
12350;92.0;94.0;89.0;92.0
12355;92.0;94.0;89.0;92.0
12360;92.0;94.0;89.0;92.0
12365;92.0;94.0;89.0;92.0
12370;92.0;94.0;89.0;92.0
12375;92.0;94.0;89.0;92.0
12380;92.0;94.0;89.0;92.0
12385;92.0;94.0;89.0;92.0
12390;92.0;94.0;89.0;92.0
12395;92.0;94.0;89.0;92.0
12400;92.0;94.0;89.0;92.0
12405;92.0;94.0;89.0;92.0
12410;92.0;94.0;89.0;92.0
12415;92.0;94.0;89.0;92.0
12420;92.0;94.0;89.0;92.0
12425;92.0;94.0;89.0;92.0
12430;92.0;94.0;89.0;92.0
12435;92.0;94.0;89.0;92.0
12440;92.0;94.0;89.0;92.0
12445;92.0;94.0;89.0;92.0
12450;92.0;94.0;89.0;92.0
12455;92.0;94.0;89.0;92.0
12460;92.0;94.0;89.0;92.0
12465;92.0;94.0;89.0;92.0
12470;92.0;94.0;89.0;92.0
12475;92.0;94.0;89.0;92.0
12480;92.0;94.0;89.0;92.0
12485;92.0;94.0;89.0;92.0
12490;92.0;94.0;89.0;92.0
12495;92.0;94.0;89.0;92.0
12500;92.0;94.0;89.0;92.0
12505;92.0;94.0;89.0;93.0
12510;92.0;94.0;89.0;93.0
12515;92.0;94.0;89.0;93.0
12520;92.0;94.0;89.0;93.0
12525;92.0;94.0;89.0;93.0
12530;92.0;94.0;89.0;92.0
12535;92.0;94.0;89.0;92.0
12540;92.0;94.0;89.0;92.0
12545;92.0;94.0;89.0;92.0
12550;92.0;94.0;89.0;92.0
12555;92.0;94.0;89.0;92.0
12560;92.0;94.0;90.0;92.0
12565;92.0;94.0;90.0;92.0
12570;92.0;94.0;90.0;93.0
12575;92.0;94.0;90.0;93.0
12580;92.0;94.0;90.0;93.0
12585;92.0;94.0;90.0;93.0
12590;92.0;94.0;90.0;93.0
12595;92.0;95.0;90.0;93.0
12600;92.0;95.0;90.0;93.0
12605;92.0;95.0;90.0;93.0
12610;92.0;95.0;90.0;93.0
12615;92.0;95.0;90.0;93.0
12620;92.0;95.0;90.0;93.0
12625;92.0;95.0;90.0;93.0
12630;92.0;95.0;90.0;93.0
12635;92.0;95.0;90.0;93.0
12640;92.0;95.0;90.0;93.0
12645;92.0;95.0;90.0;93.0
12650;92.0;95.0;90.0;93.0
12655;92.0;95.0;90.0;93.0
12660;92.0;95.0;90.0;93.0
12665;92.0;95.0;90.0;93.0
12670;92.0;95.0;90.0;93.0
12675;92.0;95.0;90.0;93.0
12680;92.0;95.0;90.0;93.0
12685;92.0;95.0;90.0;93.0
12690;92.0;95.0;90.0;93.0
12695;92.0;95.0;90.0;93.0
12700;92.0;95.0;90.0;93.0
12705;92.0;95.0;90.0;93.0
12710;92.0;95.0;90.0;93.0
12715;92.0;95.0;90.0;93.0
12720;92.0;95.0;90.0;93.0
12725;92.0;95.0;90.0;93.0
12730;92.0;95.0;90.0;93.0
12735;92.0;95.0;90.0;93.0
12740;92.0;95.0;90.0;93.0
12745;92.0;95.0;90.0;93.0
12750;92.0;95.0;90.0;93.0
12755;92.0;95.0;90.0;93.0
12760;92.0;95.0;89.0;93.0
12765;92.0;95.0;89.0;93.0
12770;92.0;95.0;89.0;93.0
12775;92.0;95.0;89.0;93.0
12780;92.0;95.0;89.0;93.0
12785;92.0;95.0;89.0;93.0
12790;92.0;95.0;89.0;93.0
12795;92.0;95.0;89.0;93.0
12800;93.0;95.0;89.0;93.0
12805;93.0;95.0;89.0;93.0
12810;93.0;95.0;89.0;93.0
12815;93.0;95.0;89.0;94.0
12820;93.0;95.0;89.0;94.0
12825;93.0;95.0;89.0;94.0
12830;93.0;95.0;89.0;94.0
12835;93.0;95.0;89.0;94.0
12840;93.0;95.0;89.0;94.0
12845;93.0;95.0;89.0;94.0
12850;93.0;95.0;89.0;94.0
12855;93.0;95.0;89.0;94.0
12860;93.0;95.0;89.0;94.0
12865;93.0;95.0;89.0;94.0
12870;93.0;95.0;89.0;94.0
12875;93.0;95.0;90.0;94.0
12880;93.0;95.0;90.0;94.0
12885;93.0;95.0;90.0;94.0
12890;93.0;95.0;90.0;94.0
12895;93.0;95.0;90.0;94.0
12900;93.0;95.0;90.0;94.0
12905;93.0;95.0;90.0;94.0
12910;93.0;95.0;90.0;94.0
12915;93.0;95.0;90.0;94.0
12920;93.0;95.0;90.0;94.0
12925;93.0;95.0;90.0;94.0
12930;93.0;95.0;90.0;94.0
12935;93.0;95.0;90.0;94.0
12940;93.0;95.0;90.0;94.0
12945;93.0;95.0;89.0;94.0
12950;93.0;95.0;89.0;94.0
12955;93.0;95.0;89.0;94.0
12960;93.0;95.0;89.0;94.0
12965;93.0;95.0;89.0;94.0
12970;93.0;95.0;89.0;94.0
12975;93.0;95.0;89.0;94.0
12980;93.0;95.0;89.0;94.0
12985;93.0;95.0;89.0;94.0
12990;93.0;95.0;89.0;94.0
12995;93.0;95.0;89.0;94.0
13000;93.0;95.0;89.0;94.0
13005;93.0;95.0;89.0;94.0
13010;92.0;95.0;89.0;94.0
13015;92.0;95.0;89.0;94.0
13020;92.0;95.0;89.0;94.0
13025;92.0;95.0;90.0;94.0
13030;92.0;95.0;90.0;94.0
13035;92.0;95.0;90.0;94.0
13040;92.0;95.0;90.0;94.0
13045;92.0;95.0;90.0;94.0
13050;92.0;96.0;90.0;94.0
13055;92.0;96.0;90.0;94.0
13060;92.0;96.0;90.0;94.0
13065;92.0;96.0;90.0;94.0
13070;92.0;96.0;90.0;94.0
13075;92.0;96.0;90.0;94.0
13080;92.0;96.0;90.0;94.0
13085;92.0;96.0;90.0;94.0
13090;92.0;96.0;90.0;94.0
13095;92.0;96.0;90.0;94.0
13100;92.0;96.0;90.0;94.0
13105;92.0;96.0;90.0;94.0
13110;92.0;95.0;90.0;94.0
13115;92.0;95.0;90.0;94.0
13120;92.0;95.0;90.0;94.0
13125;92.0;95.0;90.0;94.0
13130;92.0;95.0;90.0;95.0
13135;92.0;95.0;90.0;95.0
13140;92.0;95.0;90.0;95.0
13145;92.0;95.0;90.0;95.0
13150;92.0;95.0;90.0;95.0
13155;92.0;95.0;90.0;95.0
13160;92.0;95.0;90.0;95.0
13165;92.0;95.0;90.0;95.0
13170;92.0;95.0;90.0;95.0
13175;92.0;95.0;90.0;95.0
13180;92.0;95.0;90.0;95.0
13185;92.0;95.0;90.0;95.0
